Timestamp;matlab_p;matlab_x;matlab_y;matlab_z
21369;7.209769E+000;1.186200E+005;3.600000E+003;3.884841E+006
21397;6.328940E+000;-1.751400E+005;8.100000E+003;3.786916E+006
21423;6.405188E+000;3.655740E+005;3.648100E+004;3.575881E+006
21450;6.366676E+000;2.763700E+005;3.660250E+005;3.697929E+006
21477;6.565737E+000;1.459638E+006;9.486400E+004;3.908529E+006
21505;8.289284E+000;5.625620E+005;7.507600E+004;4.032064E+006
21533;7.303502E+000;3.012000E+004;7.569000E+003;3.940225E+006
21560;6.678421E+000;4.316400E+004;4.840000E+002;3.849444E+006
21587;5.882980E+000;-8.338000E+004;3.364000E+003;3.560769E+006
21613;5.791032E+000;1.553800E+005;1.254400E+004;3.334276E+006
21641;5.836168E+000;-9.828000E+004;3.136000E+003;3.118756E+006
21668;5.673156E+000;-4.184600E+005;5.953600E+004;2.941225E+006
21696;5.668732E+000;2.644521E+006;1.951609E+006;3.663396E+006
21723;9.347486E+000;1.015740E+006;2.061160E+005;4.186116E+006
21751;1.133313E+001;4.437300E+005;4.410000E+004;4.447881E+006
21779;7.809546E+000;1.111760E+006;2.704000E+005;4.571044E+006
21805;8.044936E+000;7.643100E+005;1.218010E+005;4.844401E+006
21833;7.953709E+000;4.890730E+005;4.884100E+004;4.897369E+006
21859;8.177014E+000;1.006496E+006;2.016400E+004;5.221225E+006
21886;8.134396E+000;1.110508E+006;2.265760E+005;5.452225E+006
21913;8.128247E+000;-1.420800E+004;1.789290E+005;5.607424E+006
21940;8.255978E+000;-2.590080E+006;2.105401E+006;5.125696E+006
21967;1.802985E+000;-4.576600E+005;1.030410E+005;3.418801E+006
21993;1.191675E+000;1.362680E+005;5.776000E+003;3.214849E+006
22020;5.965945E+000;1.564560E+006;9.840640E+005;3.663396E+006
22047;1.017331E+001;1.995950E+006;1.115136E+006;4.376464E+006
22075;1.048732E+001;-1.304613E+006;1.482250E+005;4.247721E+006
22103;4.744065E+000;2.510300E+005;4.000000E+000;3.690241E+006
22131;5.377707E+000;-4.243800E+004;4.840000E+002;3.721041E+006
22158;6.834529E+000;1.154040E+005;3.481000E+003;3.802500E+006
22185;7.305156E+000;2.567600E+005;1.716100E+004;3.857296E+006
22212;6.972512E+000;1.129170E+005;1.716100E+004;3.892729E+006
22240;6.540620E+000;1.954000E+005;1.000000E+004;3.857296E+006
22267;6.515056E+000;-2.973740E+005;2.371600E+004;3.728761E+006
22293;6.463650E+000;1.590280E+005;6.889000E+003;3.690241E+006
22321;6.445160E+000;1.144970E+005;1.024000E+003;3.553225E+006
22347;6.428478E+000;7.380000E+004;6.400000E+001;3.496900E+006
